SMILES,ID,cut_bond
O=C(O)CCc1oc(SC2CCCCC2)nc1-c1ccc(Cl)cc1,e915f32f4a,"[(7, 8)]"
O=C(C1CN(S(=O)(=O)c2ccccc2C(F)(F)F)C(=O)N1c1ccccc1)N1CCN(c2ncc(C(F)(F)F)cc2Cl)CC1,348e4aa683,"[(1, 27)]"
COCCCOc1cc(C[C@@H](C[C@H]2[C@H](C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)OCN2C(=O)OCOC(=O)c2ncccc2C)C(C)C)ccc1OC,374becfa0a,"[(35, 36)]"
COc1ccc(Oc2ccc([N+](=O)[O-])cc2)c2ccccc12,b6b28407f0,"[(6, 7)]"
O=C(NN=Cc1cccc(C(F)(F)F)c1)c1cnc(-c2ccccn2)nc1-c1ccncc1,331930e3fa,"[(3, 4)]"
CCOc1ncc(-c2nc(C(=O)NCCC(=O)O)c(O)c3cc(-c4ccccc4)c(=O)n(CC4CCCCC4)c23)cn1,ad88e97c41,"[(10, 12)]"
Cc1nnc(-c2cc3c(O)cccc3s2)o1,9066e5e176,[]
O=C1c2ccccc2C(O)(c2ccc3[nH]cnc3c2)N1Cc1ccccc1,c32007525e,"[(15, 16), (14, 15)]"
CC(=O)OCCS(=O)(=O)Nc1ccc(Cc2ccc(C(=O)c3ccccc3)n2C)c(F)c1,7698bd2f84,"[(6, 9)]"
CC[C@H](C)[C@H](N)C(=O)N1CCC[C@H]1C(=O)OCc1ccccc1,43ea1d8a74,[]
c1ccc(COCC2CC(c3ccc(CN4CCCC4)cc3)C2)cc1,0384c35956,[]
COCCOC(=O)N1CCc2[nH]cnc2C1c1ccccc1,b8be91c365,"[(5, 7)]"
O=[N+]([O-])c1ccc(Oc2ccccc2)cc1,8b34743862,"[(6, 7)]"
CCCc1nc2cc(N(Cc3cccc(F)c3)S(=O)(=O)c3ccc(F)cc3)ccc2n1CC(=O)OC(C)(C)C,190c698a76,"[(8, 9)]"
CC(C)C(NCC(N)Cc1ccc(F)cc1)C(=O)NC(Cc1ccc(O)c(C(C)(C)C)c1)c1nccs1,8db7580f54,[]
CC(C)Cc1cc(C(=O)NCCc2ccncc2)ccc1OCc1ccc(F)cc1,678ce0ba7f,"[(7, 9)]"
CCOC(=O)Cc1nc(-c2ccc(Cl)cc2)sc1C(=O)OCC,964b96211f,"[(16, 17), (6, 7)]"
CCOC(=O)C(=O)Cc1ccccc1,0f847bc7a8,[]
COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl,5116297139,"[(13, 14)]"
NCC1(S(=O)(=O)c2ccccc2-c2ccc(-c3cnc(N)nc3)c(F)c2)CCCC1,bf431835ff,"[(11, 12)]"
CCCCN1CCOc2c(C#N)cc(C(=O)N[C@@H](Cc3cc(F)cc(F)c3)[C@H](O)CNCc3cccc(CC)c3)cc21,f1134bd53f,"[(14, 16)]"
Clc1cccc([C@@H]2CO2)c1,54fbd99e98,"[(7, 8)]"
NCC1(c2ccc(OCCCN3CCSCC3)cc2)CCOCC1,d38423d662,[]
C=C(c1cc(F)ccc1OCc1ccc(Cl)cc1Cl)n1ccnc1,1b2b368996,"[(9, 10)]"
CC(=O)N1CCC(C(=NNc2ccccc2)c2ccc(Br)cc2F)CC1,6f30ceda3e,"[(7, 8)]"
COC(=O)c1cccc(-c2nc(-c3ccc(F)c(F)c3)cs2)c1,b8845c5468,"[(20, 21), (10, 11)]"
CC(O)c1cc2c3c(c(-c4ccccc4Cl)cc2n1C)C(=O)NC3=O,87e530ff23,"[(0, 1)]"
O=C(O)c1ccc(-c2ccc(OC(F)(F)F)cc2)nc1,3cd1ca3eae,[]
O=c1[nH]cnc2cc(F)cc(O)c12,cdb74e8b04,[]
CCOc1cc(-c2cccc(F)c2)c(F)cc1-n1c(=O)ccc2cc(SCc3ccccc3)ccc21,8c38d402c5,"[(1, 2)]"
COc1ccc(Nc2cc(N[C@@H]3CCCC[C@@H]3NC(=O)OC(C)(C)C)nnc2C(N)=O)nc1C(C)C,80aad65afb,"[(9, 10)]"
O=Cc1ccc(C2OCCO2)cn1,5b810877cd,"[(1, 2)]"
COc1ccc(CC2CCN(C(=O)C(=O)Nc3ccc4[nH]c(=O)oc4c3)CC2)cc1,bc423e2571,"[(10, 11)]"
Cc1c2n(c3ccccc13)CCCC2N(C=O)C(C)C,a24785b6a6,"[(14, 15)]"
CC(=O)SCC(C)C(=O)N(CC(=O)OC(C)(C)C)CC1CCCO1,05e03c116f,"[(7, 9)]"
Cc1nc(C(F)(F)F)ccc1C(=O)Nc1ccc(Cl)c(-c2cc(CO)ccn2)c1,0be2aa309d,[]
CC#Cc1cccc(Nc2c(C#N)cnc3cnc(NCCN4CCOCC4)cc23)c1,6e12926ac1,"[(2, 3)]"
COc1cc(NC(C)=O)c(Cl)cc1C(=O)NC1CCN(CC2CCCCC2)CC1,d10d41c5ba,"[(13, 15)]"
Cn1ccc2ncnc(Oc3ccc(N)c4ccccc34)c21,5d90a89bfc,"[(8, 9)]"
CCOC(=O)c1cc(-c2ccn[nH]2)nc(-c2cccc(C#C[C@]3(O)CCN(C)C3=O)c2)n1,ee1c948315,"[(7, 8)]"
CCN(C)c1cc(N[C@@H]2CC[C@H](N)CC2)ncc1C,751b1f0436,[]
O=S(=O)(c1ccnc2[nH]ncc12)C1CC1,042e9ac5cb,"[(1, 3)]"
CCC(O)c1cc(F)cc(O[Si](C)(C)C(C)(C)C)c1F,ac70dac326,"[(1, 2)]"
COc1cc2nc(-c3cccc(N)c3)nc(Nc3ccc4c(cnn4C(=O)OC(C)(C)C)c3)c2cc1OCCN(C)C,feb0ec3253,[]
CN(C(=O)OC(C)(C)C)c1cc(Oc2ccc(-n3ccnc3)cc2)ccc1NC(=O)COc1ccc(CC2SC(=O)NC2=O)cc1,515eb5331b,"[(27, 28)]"
CC1(C)OCC(Cn2cc(N)cn2)O1,d20742bb0a,[]
O=C(O)C1CC1CCCCCSc1ncc(-c2ccccc2)c(-c2ccccc2)n1,9410bfb1fb,[]
CCOC(=O)c1cc(F)c(F)c(OC)c1F,1605bf753b,"[(2, 3)]"
C[Si](C)(C)C#Cc1c(F)cccc1Cl,b04ee4a835,"[(5, 6)]"
CCS(=O)(=O)N1CCC(c2c[nH]c3c(C(N)=O)cc(-c4csc(C(=O)C(C)C)c4)cc23)CC1,59d01b1664,"[(18, 19)]"
OCCn1ccc2ccccc21,93fc3d3b94,"[(2, 3)]"
N#CCCOCCNC(=O)c1cnn2cc(Cc3ccc(Br)cc3)cnc12,fd29e705fc,"[(3, 4)]"
CCOC(=O)CC1(O)C[C@@H](C(=O)OC(C)(C)C)N(C(=O)OC(C)(C)C)C1,9ad4d5d08d,"[(5, 6)]"
CCCCCCCCCCc1cnc(-c2ccc(OC(=O)C(C)F)cc2)nc1,989974cfa5,"[(18, 19)]"
O=C(O)c1csc(-c2ccc(F)nc2)c1,2d87296d86,"[(6, 7)]"
Cc1cc(COc2ccc(CC(C)NCC(O)c3cccc(Cl)c3)cc2)oc1C(N)=O,1dcee26ef4,"[(11, 13)]"
CC(C)n1ncnc1-c1nc2c(s1)CCOc1ccc(-c3c[nH]c(=O)[nH]c3=O)cc1-2,b024cbeab3,"[(19, 20)]"
OC1CCC(c2cccc(F)c2)CC1,fc5c517c4f,[]
O=C(O)CN1CCC(Cc2ccccc2)C1=O,776a7aef64,[]
c1ccc(OCCSCc2nnc(-c3ccc(OCCCCN4CCSCC4)cc3)o2)cc1,8bd1e88b41,"[(21, 22)]"
COC(=O)[C@H](Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1F)Cc1ccccc1F,c0244e39f6,"[(11, 12)]"
Oc1cccc2c1C1(CC1)CO2,ac934ab206,[]
NCc1cncc(Cl)c1,4450d6dbec,[]
COc1ncc2cc(C(=O)Nc3cc(C(=O)NC(CNC(=O)OC(C)(C)C)c4ccccc4)ccc3Cl)c(=O)[nH]c2n1,bc5e20f787,"[(14, 16)]"
Nc1ccc(C(=O)OC2CCCCC2)c(C(=O)OC2CCCCC2)c1,dfc8cc44f7,[]
N#Cc1cccc(C=Nn2c(=O)c(C3=NS(=O)(=O)c4ccccc4N3)c(O)c3sccc32)c1,a63f6b129a,"[(7, 8)]"
FC(F)CNc1nc(Cl)nc2ccoc12,476bae627f,"[(4, 5)]"
C[S@@](=O)(=NC(=O)c1cncc(C#Cc2ccc(NC(=O)c3ccc(F)cc3)cc2)c1)c1ccccc1,8cbf53b7ad,"[(10, 11)]"
N#CC(=C1CCN(C(=O)C(=O)c2c[nH]c3c(-c4nccs4)ccnc23)CC1)c1ccccc1,b9cc58cd27,"[(15, 16)]"
Nc1ncc(OCc2ccccc2)nc1N1CCOCC1,947a3f4db1,"[(4, 5)]"
CC(=O)c1cc2c(s1)CCC1CC(=O)N(c3ccc(Cl)cc3)N=C21,6bbbb2f54d,"[(1, 3)]"
CC(C)C(=O)NC1CCc2[nH]c3ccc(Br)cc3c2C1,fec941dab5,"[(9, 10), (17, 18)]"
CC1(O)CCc2ccccc21,d15f3ac538,"[(0, 1)]"
COc1cccc(-c2cncc3ccc(C(=O)NCc4ccncc4)nc23)c1,2c822f424f,"[(6, 7)]"
CNC(=O)c1ccc(-c2cc3nccc(Oc4ccc(NC(=O)c5cccn(C)c5=O)cc4F)c3s2)cc1,392ed42f15,"[(20, 21)]"
c1ccc(CCC2(CCc3ccccc3)OCCO2)cc1,6ede33f731,"[(6, 18), (6, 15)]"
CN(C)C1CCN2CCc3ccccc3C2(c2ccc(F)cc2)C1,89eb88ddfc,"[(1, 3)]"
CCC(C)N(C)C(=O)c1cc(-c2ccccc2Cl)nc2ccccc12,31acf4317f,"[(4, 6)]"
CC(C)(C)OC(=O)Cc1cnc(N)nc1,04a5e83afd,"[(7, 8)]"
CONC(=O)N(Cc1ccsc1)C1CCN(CCCN)CC1,b9c200f0ef,[]
CC(C)[C@@H](CNC(=O)c1ccc(C#N)cc1)NC(=O)OC(C)(C)C,eab41ef557,"[(5, 6)]"
CCN(CC)C(=O)Oc1cccc([N+](=O)[O-])c1,37e82d27cd,"[(5, 7)]"
O=C(N[C@@H](c1ccc(C(F)(F)F)cc1)c1ncccc1C(F)(F)F)c1ccc2c(c1)CNC2=O,e6337bfaab,"[(1, 2)]"
O=C(N[C@@H]1CCCN2c3cc(Cl)ccc3Nc3ccccc3[C@H]12)C(F)(F)F,55505f2c75,"[(1, 2)]"
c1ccc(COc2ccc(CCCn3ccnn3)cc2)cc1,2510ddc314,"[(12, 13)]"
Nc1ccc(OCCN2CCCC2)c(F)c1,07e9ef922a,[]
Cc1cc(C)nc(O[C@H](C(=O)O)[C@]2(c3ccccc3)c3ccccc3N(C)C(=O)CN2C)n1,436dfa5155,"[(30, 31)]"
CC(C)(C)OC(=O)N1CCc2ccc(Cl)c(SCc3ccc(C#Cc4ccc(F)cc4)cn3)c2CC1,436081c898,"[(21, 22)]"
CCCC(=O)N(n1c(=O)[nH]c2cc(C(F)(F)F)c(C(CC)OC)cc2c1=O)S(C)(=O)=O,37e0b33f20,"[(3, 5)]"
O=C1NCc2c(-c3ccccc3Cl)cc(CO)cc2N1c1c(Cl)cccc1Cl,4ce50bcda3,[]
O=C(CNC(=O)c1cc(Br)cc(C(F)(F)F)c1)NC1CN(C2CCC(c3ccccc3)CC2)C1,ff86075586,"[(3, 4)]"
CN1CCC(C#N)(NC(=O)C(CC2CCCCC2)NC2=NS(=O)(=O)c3ccccc32)CC1,8ffb838b87,"[(18, 19)]"
COc1ccc2c(C3=C(c4cccc5ccn(C)c45)C(=O)NC3=O)cn(CCBr)c2c1,19326ac682,"[(27, 28)]"
CCOc1cccc2c1cc(C(=O)Nc1ccc(O[C@H]3CCN(C(=O)OC(C)(C)C)C3)cc1)n2CC,fc1b2418ef,"[(11, 13)]"
CN1C(=O)CC[C@]2(C)c3ccc(-c4cccc(Cl)c4Cl)cc3CC[C@@H]12,de29193cca,"[(11, 12)]"
CC(C)(C)OC(=O)NCCCCc1ccc(SCCC(N)=O)cc1,f572b4b9cd,"[(16, 17)]"
CCCNC(=O)N1CCC(c2nc(-c3ccncc3)no2)CC1,ec6cfbf287,"[(4, 6)]"
COC(=O)[C@@H]1CCN1S(=O)(=O)Cc1ccccc1,1a4d413f03,"[(7, 8)]"
NCc1ccccc1-c1csnn1,148022ad50,[]
CC(C)(C)OC(=O)N1CC[C@H](CNC(=O)c2cc(Br)c(Br)s2)C1,9602499a0e,"[(12, 13)]"
COc1cc(C(=O)N2CCC(CCOS(C)(=O)=O)(c3ccccc3)C2)cc(OC)c1OC,5c4293589b,"[(13, 14)]"
COC(=O)c1ccc(NS(=O)(=O)c2ccc(OC)c(Br)c2)cc1O,4840e618c2,"[(8, 9)]"
CC(C)(C)OC(=O)NC1CCN(C(=O)c2ccc(N3CCCC3)nc2)CC1,596b400b29,"[(17, 18)]"
CCOC(=O)C(CC(C)C)c1nc(-c2ccccc2)cs1,e744270083,"[(11, 12), (19, 20)]"
CC(=O)N1CCN(c2nn(C3CCCCO3)c3cnc(Br)cc23)C1=O,c2d547edd8,"[(6, 7)]"
CC(=O)C(=CN(C)C)C(=O)Nc1ccccc1Cl,0f39840f38,"[(3, 4)]"
CCOC(=O)CCCCCN1CCN(c2ccccc2C#N)CC1,37e020e492,"[(9, 10)]"
CCOC(OCC)c1cc2cncc(N3CCNCC3)c2o1,16b9e94c0c,"[(13, 14)]"
CC(=O)OC1NC(=O)C1NC(=O)C(CS(=O)(=O)Cc1ccccc1)NC(=O)N1CCOCC1,0583fe1f5c,"[(9, 10)]"
Cc1ccccc1C(OC1CCNCC1)c1ccccc1,cef70064ed,[]
CC(C)OC(=O)N[C@H](C(=O)O)C(C)C,7c4c41e9c5,"[(4, 6)]"
COC(=O)c1ccc([N+](=O)[O-])c(OC(F)F)c1,e6ead7fd0f,"[(12, 13)]"
Nc1cc(C(F)(F)F)ncn1,45262004b6,"[(0, 1)]"
O=C(O)c1cccc(N(CCCl)CCCl)c1,0f7d499de2,[]
CC(C)(C)OC(=O)N1CCC(Oc2ncccn2)C1,ef6080af3d,"[(11, 12)]"
CC(C)(C)OC(=O)N1CCC[C@@H](CO)C1,9097fdcf13,[]
C#CCNc1ccc(OC(F)(F)F)cc1,028ef017e1,"[(2, 3)]"
COc1cccc([C@H]2O[C@H](CCn3cc(CCC(=O)O)nn3)c3cccn3-c3ccc(Cl)cc32)c1OC,c209c76ca9,[]
Cn1nc2c3oc(-c4ccccc4)c(I)c(=O)c3ccn2c1=O,60a65a40cb,"[(0, 1)]"
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCN(Cc2ncc[nH]2)CC1,fa51437e36,"[(26, 27)]"
CCCCCCCCCCCCc1cc(C)cc(-n2nc3ccccc3n2)c1O,5d4ebf7387,[]
CCCCCCC(CCCCCCCCCCC(=O)O)OC(=O)c1ccc([N+](=O)[O-])cc1,3721fb46e8,"[(20, 21)]"
N#Cc1cncc(C#Cc2ccc(F)c(C=O)c2)c1,15485aeef4,"[(8, 9)]"
c1ccc(Nc2nc(-c3ccccn3)cs2)nc1,3c3a6cd7b5,"[(14, 15), (6, 7)]"
O=C(O)C(O)Cc1cccc([N+](=O)[O-])c1,6dac99cf3b,[]
CNCCn1ccnc1,73c792cddb,[]
CCC(=O)Nc1nc(-c2ccccc2)c(-c2noc(C)n2)s1,e694019189,"[(2, 4)]"
CN(C)C1CCN(c2nc(C(C)(C)C)nc3c2nnn3Cc2ccccc2Cl)C1,e176e6ab75,"[(6, 7)]"
CCOC(=O)c1nc(Cl)ncc1NCCOC,7c26e3cfd7,"[(11, 12)]"
COC(=O)CCCCCCC1=CCC(OC2CCCCO2)C1=O,5351cd7644,"[(14, 15)]"
CNC(=O)N1CC(Oc2ccccc2C(F)(F)F)C1,0bcf518b54,"[(2, 4)]"
CCCCCc1c(OCCNC(=O)OC(C)(C)C)noc1-c1ccccc1,fcb4ba77c8,"[(6, 7)]"
Nc1cc(N2CCC[C@@H]2CO)c(Cl)cc1[N+](=O)[O-],e901e5a1df,"[(3, 4)]"
O=C(O)c1cccc(-c2cnccn2)c1,d3ad83bc97,"[(7, 8)]"
COCCOCCOc1cc(C(=O)NS(=O)(=O)c2ccccc2S(N)(=O)=O)cnc1-c1cc2ccccc2o1,587b2c1d0b,"[(29, 30)]"
COC(=O)CCCCCOc1ccc2nc(SCc3ccccc3)n(-c3ccc(C)cc3)c2c1,d9a9ad2722,"[(16, 17)]"
O=C(NCC(=O)N1CCSC1)c1cc2cc(Cl)ccc2[nH]1,6cf3d783d8,"[(1, 2)]"
O=C1NC(=O)N2c3ccccc3C3CCN4CCCC1C4C32,dc645b51cc,[]
CN(C)C1CCN(c2ccc(-n3ccc(OCc4ccc(F)cn4)cc3=O)cn2)C1,33efe2e6f7,"[(15, 16)]"
CC(C)(NC(=O)c1cccc(B(O)O)c1)C(=O)OC1CCCC1,852e213cbb,"[(3, 4)]"
COC(=O)c1ccc2c(ccn2C(=O)OC(C)(C)C)c1,5f0d033206,"[(11, 12)]"
CC(C)Oc1nc2cc(OC(C)(C)C)cc([C@H](O)COS(C)(=O)=O)c2s1,2e64d9965b,"[(19, 20)]"
COc1ccc(Cn2cc3c(n2)CCCCc2sc(Nc4nccc(C)n4)nc2-3)cc1,512b88258d,"[(27, 28), (16, 17)]"
Cc1cc(F)nc(N2CCN(C(=O)OC(C)(C)C)CC2)c1,de860c4524,"[(6, 7)]"
COC(=O)CC(O)CC(O)/C=C/c1c(C)cc(C)cc1-c1ccc(F)c(CO[Si](C)(C)C(C)(C)C)c1,2f47db091a,[]
O=C(O)c1cc(Cl)cc2ccoc12,27ead62643,[]
CC1(C)CN(c2cccc[n+]2[O-])c2cc([N+](=O)[O-])ccc2O1,a97afb2c5e,"[(4, 5)]"
C#CCN1CCN(C)CC1,94bbd728d9,"[(2, 3)]"
Fc1ccc(Br)cc1N1CCOCC1,3f9be12c12,"[(8, 9), (8, 13)]"
Cc1cnc(C(=O)NCCN(C)CCN)c[n+]1[O-],a12f2231cd,[]
COC(=O)C1Cc2ccc(Oc3ccccc3)cc2C1,70cddee924,"[(10, 11)]"
O=C(O)C12CC3CC(F)(CC(F)(C3)C1)C2,0241275c57,[]
COC(=O)c1cc(N)ccc1OC(c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1,c9bcb67d38,[]
COc1cc2ncnc(Nc3ccc(Cl)c(O)c3)c2cc1OC,ffe20ebf19,"[(8, 9)]"
Cc1nn(C)c(C)c1-c1ccc2c(c1)C(N(C)C)CC2,4343e548bb,"[(14, 15)]"
CC(C)(C)OC(=O)N1CCc2c(C(F)(F)F)n[nH]c2C1,a8c44c86d0,"[(17, 18), (11, 16)]"
CC(=O)OCC(=O)c1ccc(Cl)c(Cl)c1,9c02886994,"[(3, 4)]"
CC1CCCN1CCCOc1ccc(C2=NC3(CCCCC3)CO2)cn1,2383eeb8fc,"[(9, 10)]"
C#CCN(CCO[Si](C)(C)C(C)(C)C)C(=O)OC(C)(C)C,1f516a5b7c,"[(2, 3)]"
CC(C)(C)c1nc(N2CCOC(CO)C2)c2nnn(Cc3ccccc3Cl)c2n1,1b9d0411ed,"[(6, 7)]"
Cc1cc(C(=O)N2CCN(C(=O)OC(C)(C)C)CC2CC(=O)O)c(-c2ccccc2)n1-c1ccccc1,609061d266,[]
CC(C)(C)OC(=O)N1CC2SCCC(c3ccccc3)(c3ccccc3)C2C1,e79fe11ae5,"[(5, 7)]"
NC(=O)Cn1c(-c2ccc(Br)o2)nc2cccnc21,3935fca134,"[(0, 1)]"
CC(C)(C)OC(=O)CC[C@H](NCc1cc(Oc2ccccc2)ncc1[N+](=O)[O-])C1CCCCC1,0d49ac73ec,"[(10, 11)]"
O=C(O)c1cccc2[nH]c(CCl)nc12,40934eb0ca,"[(8, 9), (9, 12)]"
NS(=O)(=O)c1ccccc1S(=O)(=O)NC(=O)c1ccc(Br)c(CO)c1,4aca82c9e7,"[(13, 14)]"
C=Cc1ccc(OCOC)c(OCOC)c1,f15d943d51,"[(0, 1)]"
N#Cc1cccc(Cn2cc(C(=O)c3ccc4c(c3)OCCO4)c(=O)c3ccccc32)n1,6c9b98fa3d,"[(7, 8)]"
Cc1nc(-c2ccc3cnc(Nc4ccc(N5CCOCC5)cc4)nn23)cn1C,4972ecc187,"[(3, 4)]"
CC(C)(C)OC(=O)N1CCO[C@H](Cc2ccc(O)cc2)C1,8c09848665,[]
CCC(CC)n1cc(CCCCBr)c(=O)c2cc(F)c(NC3CCCCC3)cc21,5024a6b00b,"[(11, 12)]"
O=C(CCCCCBr)c1ccccc1,a22346ff7d,"[(1, 8)]"
CCN1C(=O)C2(CCCN(C3CCN(C(=O)c4c(N)sc5ccccc45)CC3)C2)N=C1C,f7923a9ba8,[]
Cc1ccc(C(=O)NC(C)(C)CNC(c2nc3nc(Cl)cnc3c(=O)n2Cc2ccccc2)C(C)C)cc1F,a29a0826bd,"[(5, 7)]"
Cc1c(C(=O)Nc2cnc(C3=CCC(N4CCOCC4)CC3)c(C#N)c2)cnn1-c1ccc(C(F)(F)F)cn1,e2dfd97e21,"[(9, 10)]"
CC1(C)OC[C@@H](Cn2ccc(NC(=O)C(CC3CCCC3)n3ncc(Oc4ncccc4F)cc3=O)n2)O1,c5ab143ef8,"[(11, 12)]"
CC(C)(C)OC(=O)N1CCC(Nc2nc3cccc(S(N)(=O)=O)c3o2)CC1,07ddfbf0b3,"[(11, 12)]"
COc1ccc(C2=NN(C3CCN(C(=O)[C@@H](Cc4ccc(F)cc4)NC(=O)c4c[nH]c5c(-c6c(OCC7CC7)ccc7c6OCO7)ncnc45)CC3)C(=O)C(C)(C)C2)cc1OC,c389240917,"[(24, 25)]"
COC(=O)c1cc(F)cc(O)c1N,c82013fdd9,[]
O=C(CSCc1ccc(Cl)cc1)C12CC3CC(CC(C3)C1)C2,4b3430075a,"[(2, 3)]"
CC(=O)O[C@H]1[C@H](OC(C)=O)O[C@H](C)[C@H]1OC(C)=O,f1f29df927,[]
Cn1nnc(-c2c(N)ncnc2Cl)n1,3c9ee24850,"[(6, 7)]"
Brc1cnc2[nH]c(-c3ccc(CN4CCNCC4)cc3)nc2c1N1CCN(Cc2cccnc2)CC1,d1b0757803,[]
CCN(CC)CCCOc1ccc(-c2cc3ccccc3o2)cc1,818172613f,"[(7, 8)]"
Cc1ccc(S(=O)(=O)N2CCCC2c2ccccc2F)cc1,6af7abc286,"[(5, 8)]"
COC(=O)[C@H]1C[C@H](Oc2ccncc2)CN(C(=O)OC(C)(C)C)[C@@H]1C(=O)N1CC=C(c2ccccc2)CC1,cbd0235bba,"[(6, 7)]"
CCN(CCCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1,66f3766663,"[(1, 2)]"
Cc1ccc(-c2ccc(S(=O)(=O)N[C@@H]3CCCc4c(OCC(=O)O)cccc43)cc2)cc1,62305062d9,[]
Nc1cccc(Nc2ncc(F)c(Nc3ccc4c(c3)OCCO4)n2)c1,40591f704a,"[(6, 7)]"
COC(=O)c1ccc(CN2CCc3ccccc32)cc1,730be143e4,"[(8, 9)]"
NCCNc1cc(-c2ccccc2O)nc2ccccc12,66d57a73c4,[]
Nc1cccc2c(-c3ccncc3)n[nH]c12,14ebea0c65,[]
N#Cc1ccccc1-c1cc(-c2cnc3nc(C(F)(F)F)ccn23)ccn1,4e658c4a20,"[(10, 11)]"
COC(=O)CCC1(C(C)(C)O[SiH2]C(C)(C)C)CC(c2ccc(OCc3cc(C)nc4ccccc34)cc2)=NO1,eee01e198a,[]
COc1ccc(C(OC(=O)N[C@H]2C[N+]3(CC(=O)c4cccs4)CCC2CC3)c2ccccc2)cc1,9e14a1a10e,"[(13, 14)]"
CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc4c(ccn4Cc4cccc(F)c4)c3)c21,3087fc8dcb,"[(5, 7)]"
CCOC(C)OCCI,f4476d8d2a,"[(3, 5)]"
CC1(C)CC(=C(c2ccc(F)cc2)c2ccc(OCCCC(=O)O)cc2)CC(C)(C)C1,7473375abf,[]
O=C(O)CCC1=CCCCC1,42ac9379c7,[]
COC(=O)C1CCN(c2ncc(NC(=O)C(=O)NN)cc2C)CC1,24cdd97b4e,"[(15, 17)]"
c1ccc2ccccc2c1,82cce384d6,[]
O=c1ccc(CO)nn1Cc1ccc(F)cc1F,cfc996b31a,[]
CC1(C)CC(c2ccccc2NS(=O)(=O)c2ccccc2F)Nc2ccc(Cl)cc21,d6afdde3ef,"[(11, 12)]"
c1ccc(-c2c[nH]nn2)cc1,7284f4c2fe,"[(4, 8), (5, 6)]"
Oc1ccc(-c2nc(CSCCOc3ccccc3)cs2)cc1,fec2797432,"[(8, 9)]"
NC(=O)c1ccc(C2CCCNC2)c2cc[nH]c12,cdba00e3fe,[]
O=C(O)CCCNC(=O)c1ccccc1NC(=O)c1cc([N+](=O)[O-])ccc1O,4f8a76d902,"[(15, 16)]"
C1CC2(CCN1)COC2,48e83aea2c,[]
CN1CCN(c2ccc3c(c2)NC(=O)C(C)(c2ccc([N+](=O)[O-])cc2)C3=O)CC1,0cd45374d0,"[(4, 5)]"
CCOC(=O)CCc1ccc(C(CC)(CC)c2ccc(/C=C/C(OCOC)(C(F)(F)F)C(F)(F)F)c(C)c2)cc1C,975b6f7b11,[]
Oc1ccccc1N=Cc1ccc(-c2ccccc2C(F)(F)F)o1,752a8370a1,"[(7, 8)]"
CCc1nc2c(C)cc(C)nc2n1Cc1ccc(NC(=O)CCCCN2CCCCC2)cc1,617862024b,"[(24, 25)]"
CC(C)Oc1ccc(-c2nc(-c3ccc(OCC(=O)O)cc3Cl)no2)cc1C#N,81fc7f62e0,[]
Cn1cnc(S(=O)(=O)N2C[C@@H](NCc3ccccc3)[C@H](c3ccc(F)cc3)C2)c1,d5411f398b,"[(11, 12)]"
CNc1nccc(Nc2cn3nc(Oc4cccc(NC(=O)c5cccc(C(F)(F)F)c5)c4)ccc3n2)n1,fd6c539523,"[(1, 2)]"
O=C(C[C@@H]1CSC(c2cc3cc(Cl)cc(NC4CCCC4)c3[nH]2)=N1)NCCCN1CCOCC1,c47b95adf8,"[(1, 24)]"
CCOC(=O)c1ccc(Cn2cnc3ccccc32)cc1,ae1f9d99e7,"[(9, 10)]"
NCc1cc(F)c(Nc2cc(C3CC3)[nH]n2)nc1N[C@@H](CO)c1ccc(F)cc1,c9a4743dc2,[]
C[C@H](Nc1cc(Cl)nc(Cl)n1)c1ccc(F)cn1,ee295cb28d,"[(2, 3)]"
C#CCN(Cc1cc2c(=O)n(C)c(CN3CCN(c4ccccc4)CC3)nc2cc1Cl)c1ccc(C(=O)OC(C)(C)C)cc1,ee67ad363e,"[(13, 14)]"
O=S(=O)(c1ccc(CCNC[C@H](O)c2cccc(Cl)c2)cc1)c1ccc(OCCO)cc1,5bf8125c7b,[]
C#CCOc1c(C)cccc1C(=O)NC1(C(=O)O)Cc2ccccc2C1,a625bb5b32,[]
CNc1ccc(C#Cc2nc3ccc(OC)cc3s2)cc1F,39a37919fd,"[(7, 8)]"
CCOP(=O)(Cc1ccc(N)c(OC)c1)OCC,f3c95ca11f,[]
N#Cc1cccc(Oc2ccc(Cl)cc2)c1,eaa2e58229,"[(6, 7)]"
CC(C)C[C@H](NC(=O)C[C@H](O)C[C@H](O)C=CC(=C(c1ccc(F)cc1)c1ccc(F)cc1)c1nnnn1C)C(=O)O,89df8b2275,"[(19, 20), (30, 31), (23, 24), (26, 27)]"
Cc1cccc(C(=O)N2CCC(Nc3nc4ccc(F)cc4n4c(=O)[nH]nc34)CC2)n1,0939ab771d,"[(6, 8)]"
CC1(C)CCC2(Cc3ccc(Cl)cc3)OC12CO,ed36809cff,[]
