SMILES,Marked Bonds
CC1=C(C)CC23CCCC2CC(C)(C1)C3=O,"[(4, 5), (11, 13), (9, 10)]"
CC1=CC2(O)C(O[U])=C(O[U])C(=O)C23C(C)CCC13,"[(13, 14), (17, 18), (2, 3), (13, 3), (18, 1)]"
CC1CCCC(CC2CCCC(C)O2)O1,[]
CC1CCCC(CC2CCCC(C)O2)O1,"[(13, 7), (5, 14)]"
COC1CCC2C=CC(C)C(=O)C=C21,"[(8, 10), (12, 13)]"
CN1CCC23CCCCC2C1Cc1ccccc13,"[(11, 12), (10, 11)]"
CCOC(=O)CC1COc2ccccc2C1=O,"[(15, 6)]"
CC1=CC2(C)CCCC23C(C)CCC13C,"[(13, 8)]"
CC1CCC2(C)CC3(C)CCCC13C2=O,"[(12, 13), (3, 4)]"
O=C1CCC2(O)CCCCC2C2(O)CCCCC12,"[(17, 1), (3, 4), (10, 11)]"
C=CC(C)C(O)[U],"[(2, 4)]"
COC(=O)C(C)(O)CC(=O)SC(C)(C)C,"[(4, 7)]"
OC([U])C1CCCN1C(c1ccccc1)(c1ccccc1)c1ccccc1,"[(1, 3)]"
CC(=O)C([U])C([Ac])N[Ac],"[(3, 5)]"
CC(=O)C([U])C([Ac])N[Ac],"[(3, 5)]"
CN1CC=C([Ac])C2C=CCC21,"[(10, 6)]"
COCOC1C=CC2([Ac])C(C1)N(C)CC2[Si](C)(C)c1ccccc1,"[(7, 9), (13, 14)]"
CCC1C(=O)C2(C)c3ccc(OC)cc3CCC2C1C,"[(5, 7), (17, 18)]"
C=C1CC2CCCCC2C2(O)CCCCC12,"[(15, 9), (2, 3)]"
C=C1CC2CCCCC2C2(O)CCCCC12,"[(2, 3)]"
C=C1CC2CCCCC2C2(O)CCCCC12,"[(15, 9)]"
CC(=O)C=Cc1ccc2occc2c1,"[(6, 7)]"
O=C(O)C1C=Cn2c(=O)c3ccccc3c(=O)n21,"[(17, 3), (5, 6)]"
C=C=Cc1cc(C(C)(C)C)ccc1C(C)(C)C,"[(16, 3)]"
CC1CCCOC12OCCCC2C,"[(5, 6), (6, 7)]"
C=CCC1OCC2OC(C)(OC)C(C)(OC)OC2C1OCc1ccccc1,"[(2, 3)]"
C=CCC1OCC(O[Si](C(C)C)(C(C)C)C(C)C)C(O[Si](C(C)C)(C(C)C)C(C)C)C1O[Si](C(C)C)(C(C)C)C(C)C,[]
CCCCCCCCCC1CC(C(C)=O)C(Cc2ccccc2)N1,"[(11, 15), (9, 10)]"
CC([U])C(=O)N(C)C(C)C(O)c1ccccc1,"[(1, 2)]"
CC(C)C(O)C(C)C1OC1C,"[(8, 9), (7, 8)]"
CC(=O)CC(O)C(OCc1ccccc1)C(O[Si](C)(C)C(C)(C)C)C(C)C,"[(3, 4)]"
CC(C)(O)C(=O)C1C2C=CC(C2)C1c1ccccc1,"[(6, 7), (10, 12)]"
C=C1c2c(c3ccccc3oc2=O)SCC1c1cc(C)ccc1O,"[(6, 7), (1, 2)]"
O=C(O)C1C=Cc2ccccc2CN1,"[(12, 13), (7, 12)]"
C[Si](C)(C)C=CC1CCC2OC(=O)CC12,"[(14, 6)]"
C=C1CCCCC12CCN(C)C2(C(=O)OCC)C(=O)OCC,"[(11, 6)]"
CCOC(=O)C1=CC2=C(C=O)C(O[U])CCC2(C)CCC1=O,"[(5, 6)]"
CCOC(=O)CCC(=O)c1ccccc1,[]
CCOC(=O)CCC(=O)c1ccccc1,"[(6, 7)]"
Cc1cccc2c1C(C(=O)O)C13CC(=O)C(C)(CCC21)C3,"[(9, 10)]"
COc1ccc(-n2c3c(c(C)c(OC(C)=O)c2=O)Cc2ccccc2-3)cc1,"[(16, 17), (9, 14)]"
C=CCC1CC2N(CCC23C(=O)N(Cc2ccccc2)c2cc(OCc4ccccc4)ccc23)CC1CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,"[(9, 5), (6, 7)]"
COC(=O)C12CCC(=O)c3cccc(c31)N(C(=O)OC(C)(C)C)C2,"[(10, 4), (5, 6), (10, 11), (14, 9)]"
CCOC(=O)c1c(C(OCc2ccccc2)C2O[Si]([U])([U])OCC2O[Si](C)(C)C)c[nH]c1[U],"[(8, 9), (5, 6), (10, 5)]"
C=CC1CCC=C2CCC=CC21,"[(11, 2), (3, 4)]"
CC(C)(Cc1ccccc1)C(=O)C(C(O)C(F)(F)F)C(F)(F)F,"[(12, 13)]"
CC1=CC(=O)CC(=O)C2CCCC12,"[(12, 1), (3, 5)]"
CC1=CC2(O[Si](C)(C)C(C)(C)C)CC(=O)C23CCCC13,"[(15, 3), (3, 12), (19, 1)]"
COC(=O)C(O[Si](C)(C)C(C)(C)C)C(OC)C(C)C(=O)C(C)C(O)C(C)=CC(C)C(C)O[U],"[(20, 22)]"
CCOC(=O)C12CCCN3CCCCC34CC1C(OCc1ccccc1)C(C)C4C2=O,"[(28, 14), (16, 5), (14, 9)]"
CCC12CCC(=O)C1C1CCN(CC2)C12OCC(C)(C)CO2,"[(11, 14), (11, 12)]"
CC(C)C(O)C(C)C(O)c1ccccc1,"[(3, 5)]"
CCC=C(CBr)C(O)CC(O)C(=CCC)CO[Si](C(C)C)(C(C)C)C(C)C,"[(6, 8)]"
Cc1ccc(OCCO)c2c1CCCC2,"[(2, 3)]"
[U]C1([U])SCc2cc3c(n21)COC3,"[(7, 8), (5, 6)]"
COc1ccc2c(c1)OC(C)(C)C=C2,"[(5, 6), (8, 11)]"
CC1(c2ccccc2)C=C(C(=O)N[U])C=CC(=O)C1,"[(18, 1), (1, 8)]"
C=CC(C)C(O)CC(O)[U],"[(6, 7), (2, 4)]"
O=C1C(c2ccccc2)=CC2CCCC12,"[(1, 2), (9, 10), (14, 1)]"
CC(C=Cc1ccccc1)c1ccccc1,"[(1, 10)]"
COC(=O)c(C(=O)OC)C(C)C=Cc1ccccc1,"[(1, 10)]"
CC(=O)[U],"[(1, 2)]"
O=C(CCc1ccccc1)c1ccccc1,"[(3, 4)]"
[U]C#Cc1ccccc1,"[(2, 3)]"
[U]C=C[U],"[(1, 2)]"
CC1(C)CC2CC3CCC=C3C2C1O,"[(5, 6), (11, 4)]"
COC1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)OC(C)(C)C)=C(COC(C)=O)CSC21,"[(1, 2)]"
C=CC12CC=C(O[Si](CC)(CC)CC)C3C4CCOC3(OC1=O)C2=CC4[U],"[(2, 3), (18, 19), (20, 21)]"
CC1=C2CCCC2=CC(=O)C12OCC(=O)O2,"[(15, 10)]"
CC(C)C1CC(=O)C2=CCCCCC21C,"[(13, 3)]"
CC(C)C1CC(=O)C2=CCCCCC21C,[]
CC(C)C1CC(=O)C2=CCCCCC21C,"[(13, 3)]"
CC(C)C1=CC(=O)C2(CCCCC2)C1C,"[(12, 7)]"
COC1=C(C)C(=O)C(C)C1(C)C(=O)O,"[(7, 9)]"
COC(=O)C1C(C(C)C)C=CC2C(C#N)CCC21,"[(12, 13)]"
COCOC1C2C(C)=C(C)CCC=CC2CC1(C)C,"[(14, 5), (10, 11)]"
CCC(=O)N1C=CN2C(=O)C(C)C3(C(=O)CC)C(C(=O)OC)=C(CC)OC123,"[(25, 26), (17, 22), (26, 12), (10, 12), (7, 8)]"
N#CC=C1CCCC2(CCCCO2)OC1,"[(7, 13), (13, 14), (12, 7)]"
CC1CCCC2(CCCC2(C=O)CC#N)O1,"[(9, 5), (5, 15)]"
[U]CC1=CC2CCCC2C1[U],"[(1, 2), (9, 10), (8, 4)]"
CC(=O)O[U],"[(1, 3), (3, 4)]"
CN1CCC2C3CCOC2(C)c2[nH]c4ccccc4c2C31,"[(8, 9), (20, 1)]"
COC(=O)C1=C(N2CCCC2)C2CC(=O)C3(CC(=O)c4ccccc43)C12C(=O)OC,"[(4, 5), (25, 11), (15, 25), (15, 16)]"
COc1ccc(OCC2C=CC(O[Si](C)(C)C(C)(C)C)CC(C=O)=CO2)cc1,"[(25, 8)]"
CC(=O)OC1CC2C(=O)CCN(C)C2C1,"[(10, 11)]"
OC1C#CCCC(O)C#CCC1,"[(8, 9), (6, 8), (2, 3), (1, 2)]"
